"","OBJECTID","MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_CAL1","SOL_PH1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_CAL2","SOL_PH2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_CAL3","SOL_PH3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_CAL4","SOL_PH4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_CAL5","SOL_PH5"
"226",226,"",1,"SOIL_0227","",1,4,"",100,0.5,0.5,"",5,1.34972335350292,0.180933150423463,6.4527577413704,5.06,32.34,37.236,30.42,0,0.151874246867823,0.238754956428492,0,0,0,15,1.47441553055107,0.171214622058934,1.59861504460012,3.4404,33.304,36.688,30.008,0,0.154192428484823,0.237582198910224,0,0,0,30,1.63736132998357,0.182370895092705,35.8278630338763,1.98,36.784,34.424,28.796,0,0.15282187306608,0.236597041436103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227",227,"",1,"SOIL_0228","",1,4,"",100,0.5,0.5,"",5,1.41554402519811,0.181810343635853,3.12009923556818,4.25694117647059,33.5705882352941,36.7041176470588,29.7294117647059,0,0.152623118080687,0.237821388725268,0,0,0,15,1.50679082550273,0.179814548671541,2.39618954005657,3.14558823529412,34.2470588235294,36.8405882352941,28.9058823529412,0,0.153814607288321,0.239011145852172,0,0,0,30,1.65202274995922,0.174989158861438,22.5055675113997,1.89705882352941,37.44,35.2988235294118,27.2582352941176,0,0.152872826319937,0.241945899785743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228",228,"",1,"SOIL_0229","",1,4,"",100,0.5,0.5,"",5,1.44636627870197,0.191883268770607,5.26598207499797,4.0025,34.95,32.925,32.1,0,0.152991549808659,0.22509978215315,0,0,0,15,1.47036082225915,0.181625982300987,4.48466640882603,3.665,34.8,32.6,32.6,0,0.153456966823118,0.223743456949953,0,0,0,30,1.62605453851031,0.179749164450597,34.0993437961358,2.12,37.125,31.175,31.675,0,0.153417348132955,0.222967532789168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229",229,"",1,"SOIL_0230","",1,4,"",100,0.5,0.5,"",5,1.42194684079022,0.187916274259316,3.96942768858163,4.33200956937799,34.8736842105263,32.1665071770335,32.9526315789474,0,0.152722498453739,0.222192519060331,0,0,0,15,1.47083996351707,0.181969978039811,4.87110078023515,3.69296650717703,35.0913875598086,32.0488038277512,32.855980861244,0,0.153471351760236,0.221932565220727,0,0,0,30,1.61469364972401,0.178248187744409,15.9164115059695,2.20368421052632,36.7923444976077,31.4138755980861,31.7904306220096,0,0.153450165943123,0.22291961446049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",230,"",1,"SOIL_0231","",1,4,"",100,0.5,0.5,"",5,1.45160402509915,0.188271781886376,5.25239714370739,3.81147230046948,33.9533333333333,33.7923755868545,32.2552112676056,0,0.153712645846797,0.227471527136948,0,0,0,15,1.54201100244883,0.171308928578769,4.26705370269509,2.75316244131455,34.4261220657277,33.8330704225352,31.7415023474178,0,0.153497868456759,0.228323233433159,0,0,0,30,1.66487661103065,0.168856470891831,42.6693087369913,1.78476807511737,37.5162816901409,32.2359248826291,30.2473427230047,0,0.153396015136507,0.232600773646345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231",231,"",1,"SOIL_0232","",1,4,"",100,0.5,0.5,"",5,1.41327262842494,0.189072141461961,6.1295085040577,4.29714285714286,33.6357142857143,34.425,31.9285714285714,0,0.152598766641856,0.229557227857428,0,0,0,15,1.50862063821188,0.183933712546567,6.51051403460121,3.16535714285714,34.6321428571429,33.4107142857143,31.9678571428571,0,0.153762626925301,0.226660405793429,0,0,0,30,1.64814095746759,0.178950917124823,51.5845489152949,1.85321428571429,36.4857142857143,32.6,30.9142857142857,0,0.153210813791262,0.231546802769533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232",232,"",1,"SOIL_0233","",1,4,"",100,0.5,0.5,"",5,1.25834558610322,0.183787180264045,11.6999720423863,6.58,32.5,37,30.5,0,0.151452866269952,0.238021101174847,0,0,0,15,1.43743183292056,0.193566531790635,4.98861039569213,4.02,34.1,35.8,30.1,0,0.153031902828487,0.234964784850948,0,0,0,30,1.59242846401074,0.173646092112449,10.0686860519699,2.61,38.6,33,28.4,0,0.152748419698504,0.229011441317732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"233",233,"",1,"SOIL_0234","",1,4,"",100,0.5,0.5,"",5,1.3063205274137,0.182878129123374,7.72080991037967,5.56149122807018,31.0728070175439,37.2666666666667,31.6622807017544,0,0.151543327241442,0.237855196344473,0,0,0,15,1.45458738500572,0.179737029828808,2.00262207582885,3.555,32.1017543859649,36.8359649122807,31.0640350877193,0,0.154545978864646,0.237129597658458,0,0,0,30,1.61895528175397,0.179256055085445,22.1453106993118,2.05780701754386,35.6333333333333,34.5754385964912,29.7842105263158,0,0.153482044890759,0.235172358469043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234",234,"",1,"SOIL_0235","",1,4,"",100,0.5,0.5,"",5,1.37466105529728,0.187345699911171,6.58373453358602,4.9145,34.0466666666667,33.36,32.6033333333333,0,0.152102990463552,0.22592686256489,0,0,0,15,1.50402396007646,0.182427780061982,6.02510492402949,3.18866666666667,34.335,33.6183333333333,32.0433333333333,0,0.153743211798316,0.227209343145894,0,0,0,30,1.64472279036073,0.17179730182966,49.05101855304,2.11516666666667,39.145,30.7883333333333,30.0733333333333,0,0.152959735038532,0.223213367943611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235",235,"",1,"SOIL_0236","",1,4,"",100,0.5,0.5,"",5,1.42238351882286,0.192257575597976,3.08423109378246,4.25136363636364,34.2863636363636,31.4272727272727,34.2909090909091,0,0.153058064856851,0.21899329861312,0,0,0,15,1.56393278548292,0.173254675185985,2.63518039535054,2.64227272727273,35.7590909090909,30.8590909090909,33.3863636363636,0,0.154073960574417,0.218454036660576,0,0,0,30,1.69754120283442,0.168100805975996,53.4858914321781,1.51954545454545,37.7727272727273,30.3,31.95,0,0.153722533637032,0.234481875123781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"236",236,"",1,"SOIL_0237","",1,4,"",100,0.5,0.5,"",5,1.4255772272475,0.185630315724841,5.22857285886871,4.226,34.44,33.28,32.28,0,0.152528195337026,0.225960498464589,0,0,0,15,1.55035929876254,0.175693277162795,6.64711636653863,2.846,36.26,32.82,30.92,0,0.153618511408365,0.225975907872844,0,0,0,30,1.65956194476766,0.168037132291272,49.1071431983017,1.862,37.86,31.82,30.3,0,0.152848460210319,0.229593440017117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237",237,"",1,"SOIL_0238","",1,4,"",100,0.5,0.5,"",5,1.44491158118003,0.191095073316428,3.9040982292325,4.10666666666667,35.6333333333333,31.7333333333333,32.7,0,0.152879278899122,0.221047792368845,0,0,0,15,1.57830104340681,0.173694881079969,3.95585964114437,2.65666666666667,37.5,30.9333333333333,31.6,0,0.153485061575031,0.220057831002686,0,0,0,30,1.66645507651469,0.169110470440827,27.162288096435,1.78,37.6333333333333,30.6,31.7666666666667,0,0.1534469279447,0.226413314670714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238",238,"",1,"SOIL_0239","",1,4,"",100,0.5,0.5,"",5,1.3929325188292,0.186892412130479,6.38306961857317,5.02,36.85,30.875,32.325,0,0.151969355454103,0.218829697140283,0,0,0,15,1.50240140499084,0.175301088124614,4.26866426825853,3.6375,38.125,30.175,31.7,0,0.153517388373591,0.217333215875235,0,0,0,30,1.71554685253071,0.180644575599483,43.7296049121349,1.7525,42.75,27.95,29.325,0,0.153606848471454,0.221083003113385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239",239,"",1,"SOIL_0240","",1,4,"",100,0.5,0.5,"",5,1.44357983531029,0.184347225438667,6.03624289616245,4.22722222222222,36.45,32.7111111111111,30.8555555555556,0,0.152665675544211,0.225455103687422,0,0,0,15,1.51026341054903,0.172951469579953,5.75944707639802,3.53333333333333,38.1,32.15,29.7333333333333,0,0.153360762112671,0.224850312850955,0,0,0,30,1.72365146511913,0.173269660880243,135.073071642227,1.63777777777778,42.2111111111111,30.1388888888889,27.65,0,0.152897345842829,0.233179175592494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",240,"",1,"SOIL_0241","",1,4,"",100,0.5,0.5,"",5,1.39866349536978,0.185133986661549,5.30018171344883,4.645,34.7,32.9,32.5,0,0.152292038892661,0.224580686167152,0,0,0,15,1.42772400055865,0.190538898412377,4.69924765063157,4.235,34.75,32.7,32.55,0,0.152709887794092,0.22406029309189,0,0,0,30,1.51373247240871,0.180100754771573,3.75009899707271,3.02,33.85,32.75,33.4,0,0.154345371565907,0.223686006322088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241",241,"",1,"SOIL_0242","",1,4,"",100,0.5,0.5,"",5,1.44419544780298,0.192906649613164,7.82929401126091,4.2375,36.6,34.2,29.175,0,0.152678489068529,0.231233110840491,0,0,0,15,1.51622827365297,0.184375037204819,7.60834276398721,3.325,36.925,34,29.05,0,0.153252718543455,0.230822476057065,0,0,0,30,1.65834121478616,0.171836526939783,50.0974438246031,1.835,37.4,32.95,29.65,0,0.153204913608995,0.234097828589905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242",242,"",1,"SOIL_0243","",1,4,"",100,0.5,0.5,"",5,1.42674910962431,0.189177037656588,3.72834097006192,4.08,33.4,33.4,33.2,0,0.152821196851994,0.225599449947752,0,0,0,15,1.49977416826184,0.181508430923621,3.99671185100911,3.16,33.6,32.8,33.6,0,0.154044128987361,0.223631245974233,0,0,0,30,1.64491447864601,0.171296379959667,44.7442826625715,2.03,38.2,31,30.8,0,0.152810232144341,0.224080406159064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",243,"",1,"SOIL_0244","",1,4,"",100,0.5,0.5,"",5,1.44361620456991,0.188961043549246,7.4042425718687,4.24666666666667,36.6083333333333,33.725,29.675,0,0.152763094405403,0.229401530435292,0,0,0,15,1.513612576461,0.175576897866289,5.37919292309745,3.38,37.125,33.2416666666667,29.6333333333333,0,0.153299451289237,0.228097525714701,0,0,0,30,1.67361855999052,0.170649093275654,69.087046327091,1.82416666666667,38.9666666666667,32.2,28.8166666666667,0,0.152571395253944,0.232890784960813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244",244,"",1,"SOIL_0245","",1,4,"",100,0.5,0.5,"",5,1.42927572993029,0.187536348326516,3.55896669070649,4.48274509803922,36.8607843137255,30.8490196078431,32.2862745098039,0,0.152654718244655,0.21883740816625,0,0,0,15,1.45655074628007,0.187797337157235,4.07721267620763,4.10823529411765,36.9392156862745,30.9039215686275,32.1627450980392,0,0.15286322246807,0.219093051064151,0,0,0,30,1.60308164550655,0.175319885011254,7.66694004132537,2.31627450980392,36.7254901960784,30.756862745098,32.5254901960784,0,0.153434838155793,0.219730670536223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"245",245,"",1,"SOIL_0246","",1,4,"",100,0.5,0.5,"",5,1.39090860188667,0.189590750962024,5.65817162627562,4.5025,32.75,34.7,32.55,0,0.152442267680228,0.229852783033586,0,0,0,15,1.49009336994975,0.182635115489328,4.14831711806672,3.345,34.2,33.575,32.225,0,0.1537546772367,0.226904666473586,0,0,0,30,1.6348415833535,0.182480862654228,56.7007539257628,1.9775,36.475,32.125,31.4,0,0.153346319785385,0.22759272462058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246",246,"",1,"SOIL_0247","",1,4,"",100,0.5,0.5,"",5,1.43796351490323,0.19218695609521,3.88552724595981,3.78769230769231,32.2384615384615,32.2846153846154,35.4769230769231,0,0.154248006676703,0.220693068930227,0,0,0,15,1.48949831338289,0.188319064875564,4.65526072383247,3.16538461538462,32.5076923076923,32.6,34.9076923076923,0,0.154519428700467,0.222076111700248,0,0,0,30,1.60777660058511,0.178540695353069,13.9256176566639,2.1,34.8692307692308,32.3615384615385,32.7692307692308,0,0.153957074478941,0.225760234602374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"247",247,"",1,"SOIL_0248","",1,4,"",100,0.5,0.5,"",5,1.45284657649479,0.186345498955242,3.03212304362833,3.68,32.9818181818182,30.8363636363636,36.2,0,0.154215927224005,0.215890956198008,0,0,0,15,1.52883193456267,0.176746615883851,3.49677255854038,2.81090909090909,33.5272727272727,31.3363636363636,35.1272727272727,0,0.154363643912629,0.218398005847656,0,0,0,30,1.64183922635549,0.177262252870301,13.0447298058155,1.74909090909091,34.5181818181818,31.7363636363636,33.7636363636364,0,0.154321173563818,0.229042849440616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248",248,"",1,"SOIL_0249","",1,4,"",100,0.5,0.5,"",5,1.4623692367424,0.18161241092966,2.79606966853129,3.45,32.05,29.65,38.3,0,0.154700173726502,0.211014698640225,0,0,0,15,1.56929027252511,0.172994281852824,5.74291382969722,2.245,32.2,29.8,38,0,0.15439887089606,0.213302998251788,0,0,0,30,1.68829265971668,0.170293867924402,35.8090048193461,1.33,34.15,29.2,36.7,0,0.15573566606284,0.237282054681699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249",249,"",1,"SOIL_0250","",1,4,"",100,0.5,0.5,"",5,1.46675011167838,0.181295410012312,2.57690044957188,3.48,32.8,29.9,37.3,0,0.154761815920321,0.212392030444883,0,0,0,15,1.55130833700811,0.178028543004612,3.30984170718705,2.48,32.7,30.1,37.2,0,0.154142267063043,0.21380587219247,0,0,0,30,1.68422820034056,0.173555930971671,26.8882444973737,1.38,34.4,29.8,35.8,0,0.155824219707345,0.237055933760962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"250",250,"",1,"SOIL_0251","",1,4,"",100,0.5,0.5,"",5,1.38608951769889,0.195881160817314,4.32811005424329,4.91,35.2833333333333,30.1333333333333,34.5833333333333,0,0.152682198950816,0.2149329852401,0,0,0,15,1.5269059756453,0.183458028637481,4.16941406007828,2.91833333333333,34.35,30.8,34.8333333333333,0,0.154473294619103,0.216941828154541,0,0,0,30,1.70102206575093,0.162373661365878,38.6651070504169,1.625,39.5333333333333,28.1666666666667,32.3,0,0.153610321187607,0.22299728093952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",251,"",1,"SOIL_0252","",1,4,"",100,0.5,0.5,"",5,1.40185314638235,0.18432599387434,4.93139792377564,5.0075,37.75,28.8833333333333,33.3833333333333,0,0.152112578129003,0.212072411541803,0,0,0,15,1.52213236263153,0.181534571340316,3.79410788128958,3.29833333333333,37.3416666666667,29.0916666666667,33.55,0,0.153641917367303,0.212655159002564,0,0,0,30,1.72384644461018,0.165563876082676,14.3792344266623,1.68583333333333,42.8416666666667,26.75,30.3833333333333,0,0.154267534003928,0.218180236332529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252",252,"",1,"SOIL_0253","",1,4,"",100,0.5,0.5,"",5,1.47263517101624,0.188512459464636,3.45474119931678,3.746,35.74,29.24,35,0,0.154448796092154,0.21197795103087,0,0,0,15,1.56165227772937,0.178396085646815,3.09827011560556,2.73,36.38,28.66,34.94,0,0.153584704395294,0.210590419042339,0,0,0,30,1.73241984645868,0.173796896111758,98.1161277085096,1.528,41.76,26.9,31.32,0,0.153732980581747,0.223653003131658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",253,"",1,"SOIL_0254","",1,4,"",100,0.5,0.5,"",5,1.425691856218,0.198439184238085,3.94556311244529,4.16028571428571,33.9285714285714,31.5028571428571,34.56,0,0.153255163781538,0.21903420575366,0,0,0,15,1.50350568940716,0.183659895473669,3.83046310137391,3.17085714285714,34.1142857142857,31.2142857142857,34.6742857142857,0,0.154339637684751,0.218163767142854,0,0,0,30,1.69950353691409,0.166139504278841,75.3435920474816,1.60485714285714,39.1057142857143,29.3085714285714,31.5914285714286,0,0.153447916415599,0.228014060281023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",254,"",1,"SOIL_0255","",1,4,"",100,0.5,0.5,"",5,1.43731522285566,0.199230371723821,3.66719309869231,4.01924302788845,34.0808764940239,31.7294820717132,34.190438247012,0,0.15347001349092,0.219966512068802,0,0,0,15,1.54127813419228,0.174422278082442,3.18314275307955,2.75517928286853,34.3645418326693,31.6183266932271,34.0159362549801,0,0.153904077878693,0.220086831182855,0,0,0,30,1.69136723916215,0.158300034984197,34.3137874715617,1.6901593625498,39.2872509960159,29.7657370517928,30.9446215139442,0,0.153559684101869,0.22706908282423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",255,"",1,"SOIL_0256","",1,4,"",100,0.5,0.5,"",5,1.4833198765846,0.179042577271143,3.49959106888111,3.49087912087912,34.7362637362637,32.2527472527473,33.0142857142857,0,0.15391575365856,0.222414629777197,0,0,0,15,1.56107884439474,0.174067661256465,3.27331417962344,2.65791208791209,35.5989010989011,31.8956043956044,32.5,0,0.153889314248279,0.222198045603088,0,0,0,30,1.73768970902545,0.168643841466354,113.834124077463,1.47626373626374,41.656043956044,29.3483516483517,28.9956043956044,0,0.153503106181652,0.236368013288762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"256",256,"",1,"SOIL_0257","",1,4,"",100,0.5,0.5,"",5,1.45230018401938,0.189922994883354,3.18278506163957,4.06211538461538,36.0942307692308,30.0442307692308,33.8615384615385,0,0.153145665900816,0.215209822217916,0,0,0,15,1.54952648200066,0.175272316778555,4.59955074268347,2.94596153846154,37.1269230769231,29.7326923076923,33.1442307692308,0,0.153515014267176,0.214992371958404,0,0,0,30,1.71935582952533,0.168578021733927,71.4380316675871,1.64326923076923,41.8038461538462,28.0057692307692,30.1884615384615,0,0.153586976782029,0.223756830507975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",257,"",1,"SOIL_0258","",1,4,"",100,0.5,0.5,"",5,1.34960460280912,0.189031816747983,10.7329259305662,5.13,32.8333333333333,36.1,31.0333333333333,0,0.151675580225935,0.235079110360743,0,0,0,15,1.41725495953449,0.191453049154727,4.77269200323859,4.23666666666667,33.6,35.6666666666667,30.7333333333333,0,0.152753820769098,0.234059551257055,0,0,0,30,1.58583227772937,0.158690950676963,10.3415808798119,2.73,39.0666666666667,33.4333333333333,27.5333333333333,0,0.152299542869798,0.230857228793377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258",258,"",1,"SOIL_0259","",1,4,"",100,0.5,0.5,"",5,1.38177313840179,0.188559843818158,11.4946795379439,4.98666666666667,35.3666666666667,33.8833333333333,30.7333333333333,0,0.152012549338264,0.228974542991105,0,0,0,15,1.50025717419813,0.176360617589297,5.3622162720517,3.47166666666667,36.45,33.2333333333333,30.2833333333333,0,0.153595276210768,0.227530823911536,0,0,0,30,1.63843147283239,0.182838712891129,28.7174661275339,2.41166666666667,41.6666666666667,30.7333333333333,27.6,0,0.152606129843575,0.223673946600788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"259",259,"",1,"SOIL_0260","",1,4,"",100,0.5,0.5,"",5,1.34876546070105,0.181472757581807,8.37438060854267,5.4125,34.75,39.4821428571429,25.7892857142857,0,0.15176784880205,0.248971531935302,0,0,0,15,1.42469750159468,0.185855732194966,3.34382136511886,4.39357142857143,35.6607142857143,39.0928571428571,25.2535714285714,0,0.152851267805696,0.248434158744229,0,0,0,30,1.60184530118111,0.170958150400923,2.05299777365989,2.42035714285714,37.6928571428571,37.8464285714286,24.4714285714286,0,0.154076779325285,0.246893538509291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"260",260,"",1,"SOIL_0261","",1,4,"",100,0.5,0.5,"",5,1.37779258539238,0.190598413006481,13.8123421593397,5.01018867924528,35.0962264150943,36.088679245283,28.8188679245283,0,0.1520381004345,0.236868114130478,0,0,0,15,1.46715687599693,0.194737710154585,8.70934247243813,3.89283018867925,36.3584905660377,35.677358490566,27.9698113207547,0,0.152833498430714,0.236475416556236,0,0,0,30,1.66626957870156,0.158435582528711,29.710406463874,1.94377358490566,39.5735849056604,34.1415094339623,26.2792452830189,0,0.152436274823196,0.23875389738504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261",261,"",1,"SOIL_0262","",1,4,"",100,0.5,0.5,"",5,1.42562906876998,0.189805781976082,3.21944397658781,4.5275,36.8,26.825,36.35,0,0.15300150415731,0.203640021962944,0,0,0,15,1.48276873136277,0.195652139363861,4.11384549431998,3.8575,37.8,26.75,35.475,0,0.153422880859983,0.203983415905545,0,0,0,30,1.67183260876904,0.168454128851148,14.5582782886584,1.8,38.475,26.875,34.625,0,0.153772641138235,0.211987079053364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",262,"",1,"SOIL_0263","",1,4,"",100,0.5,0.5,"",5,1.44750525753494,0.189245236372402,3.6111679784402,3.77,33.15,35.65,31.15,0,0.154079600959004,0.233735055344891,0,0,0,15,1.53750621831417,0.176237061182162,1.97261334396392,2.695,33.35,35.5,31.1,0,0.154471415721556,0.233752881504425,0,0,0,30,1.72493058566329,0.166525094156118,104.973673275756,1.325,38.15,33.1,28.7,0,0.153919202742135,0.257826058612111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263",263,"",1,"SOIL_0264","",1,4,"",100,0.5,0.5,"",5,1.39073607993228,0.193490248693298,4.1721405803981,4.778,34.82,30.9,34.3,0,0.152678667863475,0.217406591110203,0,0,0,15,1.48466589490432,0.1822247990728,2.65836276947435,3.58,35.66,30.5,33.86,0,0.153978853213032,0.216567622502056,0,0,0,30,1.63611423877069,0.163371718946301,16.5678151214747,2.274,39.94,29.3,30.72,0,0.152890775320841,0.217136597118923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"264",264,"",1,"SOIL_0265","",1,4,"",100,0.5,0.5,"",5,1.39802264622408,0.18174480155016,4.97851389411364,4.605,34.325,32.975,32.7,0,0.152283580072939,0.224742686091696,0,0,0,15,1.50555729987182,0.182803930076962,4.2732792958823,3.29,35.425,32.5,32.05,0,0.153965665001088,0.223953095747977,0,0,0,30,1.68761414248942,0.158905359686917,44.6108801051669,1.7025,39.025,31.175,29.775,0,0.153336410412829,0.232137588087932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"265",265,"",1,"SOIL_0266","",1,4,"",100,0.5,0.5,"",5,1.44423769130231,0.193235043151923,4.30873436572227,4.01525,34.8175,31.915,33.27,0,0.1530633181571,0.221203304311499,0,0,0,15,1.55251924132453,0.179325143239699,3.64872784856799,2.69025,34.9708333333333,32.0575,32.975,0,0.154121196868979,0.222246389714565,0,0,0,30,1.69303003941147,0.166448048058335,42.9386003639612,1.73291666666667,40.0058333333333,30.0533333333333,29.9316666666667,0,0.15314562950122,0.227624685814941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"266",266,"",1,"SOIL_0267","",1,4,"",100,0.5,0.5,"",5,1.42051719232314,0.187104410671247,5.20248542488675,4.2721875,34.24375,33.6625,32.0875,0,0.152644413214236,0.227227059340347,0,0,0,15,1.54177537143575,0.174405886487486,4.65600870574894,2.83375,35.1875,33.4125,31.403125,0,0.153726086527304,0.227300134745056,0,0,0,30,1.68434120158739,0.178116234451635,160.757245793121,1.8559375,40.540625,30.996875,28.453125,0,0.152259570839796,0.228946115101273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"267",267,"",1,"SOIL_0268","",1,4,"",100,0.5,0.5,"",5,1.45634130777034,0.18781466204861,4.61611050081595,3.92833333333333,35.45,32.4666666666667,32.1,0,0.15304613284091,0.223724767364846,0,0,0,15,1.56096555130784,0.167167537502885,4.94728547848075,2.75666666666667,36.5666666666667,32.3333333333333,31.0833333333333,0,0.153104037181349,0.224522511358949,0,0,0,30,1.71343584925501,0.179368984374879,101.760660535057,1.72166666666667,42.1333333333333,30.0833333333333,27.7666666666667,0,0.152792654033369,0.230148791073935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
