"","OBJECTID","MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_CAL1","SOL_PH1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_CAL2","SOL_PH2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_CAL3","SOL_PH3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_CAL4","SOL_PH4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_CAL5","SOL_PH5"
"117",117,"",1,"SOIL_0118","",1,4,"",100,0.5,0.5,"",5,1.40757364630711,0.185930378809192,5.50748920042725,4.56105769230769,35.0509615384615,33.2701923076923,31.6762820512821,0,0.15252199024294,0.226415405371868,0,0,0,15,1.52520551131365,0.177812347565552,6.95463887129182,3.13586538461538,36.2035256410256,32.6141025641026,31.1852564102564,0,0.153510833237088,0.22500260776502,0,0,0,30,1.66888718114255,0.164873694946614,63.2556206370036,1.91298076923077,39.5022435897436,31.1801282051282,29.3169871794872,0,0.152642589943782,0.227613128811646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",118,"",1,"SOIL_0119","",1,4,"",100,0.5,0.5,"",5,1.3674305620259,0.187585310853714,16.7239999053359,5.36165178571429,36.4660714285714,34.4388392857143,29.0928571428571,0,0.151661603009776,0.231961855885281,0,0,0,15,1.46689791510898,0.195870063361108,8.71199115051954,3.96566964285714,36.9299107142857,34.6285714285714,28.4424107142857,0,0.152870536061406,0.233087056355125,0,0,0,30,1.61368089065074,0.176076400336016,27.243065295381,2.5696875,40.5522321428572,32.6040178571429,26.8450892857143,0,0.152659667668414,0.229429812413457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",119,"",1,"SOIL_0120","",1,4,"",100,0.5,0.5,"",5,1.36321329675094,0.186927257647379,15.7115330672586,5.3563785046729,35.9602803738318,35.1453271028037,28.8985981308411,0,0.151708756520277,0.234134168001744,0,0,0,15,1.47681925717281,0.192253952737429,9.70573480421162,3.8578738317757,37.1420560747664,34.6707943925234,28.1880841121495,0,0.152779530687959,0.2334407070338,0,0,0,30,1.64269401426532,0.173637770022669,35.7308616415994,2.26565420560748,40.5806074766355,33.4331775700935,25.9827102803738,0,0.152721177690038,0.23375761512988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",120,"",1,"SOIL_0121","",1,4,"",100,0.5,0.5,"",5,1.34422684073389,0.183678779148518,5.41805033191682,5.7452808988764,36.547191011236,30.5887640449438,32.8623595505618,0,0.151700566643393,0.217602680364985,0,0,0,15,1.43142947584576,0.183074369716876,3.01068908165894,4.50679775280899,37.285393258427,30.1011235955056,32.6033707865169,0,0.152582636211119,0.216368049566709,0,0,0,30,1.61017931463598,0.172378411623873,6.16686507736126,2.47061797752809,39.1438202247191,29.2213483146067,31.6342696629214,0,0.153175808522362,0.215331491903887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",121,"",1,"SOIL_0122","",1,4,"",100,0.5,0.5,"",5,1.39704716682693,0.185125722248901,13.4788551292167,5.34328571428571,39.6271428571429,31.9457142857143,28.4414285714286,0,0.15172244542479,0.225374570150847,0,0,0,15,1.47511100987195,0.182531179545055,8.25471827747077,4.21528571428571,39.8585714285714,31.9571428571429,28.1885714285714,0,0.152187141752119,0.22565637852617,0,0,0,30,1.63554099688975,0.187365354957023,22.2286525533291,2.54328571428571,42.7114285714286,30.6042857142857,26.6842857142857,0,0.152532257069687,0.223839925027975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",122,"",1,"SOIL_0123","",1,4,"",100,0.5,0.5,"",5,1.28666168839049,0.180840581274472,6.95152904275253,6.65461538461538,36.12,30.74,33.1369230769231,0,0.151637370179797,0.217837245733511,0,0,0,15,1.37707750027732,0.185358274064047,6.21854409885586,5.23553846153846,36.6430769230769,30.4861538461539,32.8846153846154,0,0.15180176833326,0.217265416467288,0,0,0,30,1.57122977328068,0.165680609457727,7.50597183525142,2.956,39.6338461538462,28.9,31.4615384615385,0,0.152722531682501,0.213871071185137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",123,"",1,"SOIL_0124","",1,4,"",100,0.5,0.5,"",5,1.31196735563198,0.185784525179639,15.7250869688199,6.04052044609665,34.9494423791822,36.7014869888476,28.3524163568773,0,0.151612975721754,0.238998183607459,0,0,0,15,1.42913431302798,0.190134664599089,9.07368560529973,4.382156133829,36.0646840148699,36.3334572490706,27.6033457249071,0,0.152508839079196,0.238645835944044,0,0,0,30,1.62146246635766,0.174824965289871,12.5252560440527,2.51148698884758,40.8204460966543,34.3118959107807,24.8698884758364,0,0.152945101589779,0.236411822654833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",124,"",1,"SOIL_0125","",1,4,"",100,0.5,0.5,"",5,1.35230166434952,0.179895060443452,15.217376318112,5.97672043010753,39.0059139784946,32.9795698924731,28.0139784946237,0,0.151639174478306,0.228770366132599,0,0,0,15,1.43570529131906,0.18054511046352,11.0343396669818,4.77247311827957,39.7752688172043,33.1876344086022,27.0322580645161,0,0.152135749392337,0.230304713040234,0,0,0,30,1.59445474163602,0.171627108339232,9.43752272434475,2.93274193548387,41.9930107526882,32.0204301075269,25.9811827956989,0,0.152555599650261,0.22818699998576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",125,"",1,"SOIL_0126","",1,4,"",100,0.5,0.5,"",5,1.38123916706352,0.187837307841431,6.49324965659913,4.85393401015228,34.3299492385787,32.6852791878173,32.9822335025381,0,0.15208819012418,0.223681324816265,0,0,0,15,1.51085386898066,0.180410826590212,5.06144415193541,3.18010152284264,35.0154822335025,32.2365482233503,32.7459390862944,0,0.153981450252006,0.222632660844166,0,0,0,30,1.64931194742544,0.17034864586114,45.2389463194106,2.06347715736041,39.0708121827411,30.5444162436548,30.3860406091371,0,0.152810305056208,0.222709773615966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",126,"",1,"SOIL_0127","",1,4,"",100,0.5,0.5,"",5,1.3915630040514,0.184411208103304,5.36326233906922,4.69903225806452,34.3193548387097,33.1709677419355,32.5161290322581,0,0.152175900065057,0.225449591871682,0,0,0,15,1.43880318881302,0.194693376594955,5.2716473522664,4.06,34.5774193548387,33.0290322580645,32.3870967741936,0,0.152947616808278,0.225155264561395,0,0,0,30,1.59968831570718,0.174210308274529,6.70816063805821,2.46806451612903,37.9516129032258,31.5774193548387,30.4709677419355,0,0.153362920543773,0.223337598520099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",127,"",1,"SOIL_0128","",1,4,"",100,0.5,0.5,"",5,1.40461435514057,0.189198938074838,4.0814578399033,4.28357142857143,32.5666666666667,35.0535714285714,32.3809523809524,0,0.152607400007353,0.230999029102895,0,0,0,15,1.49549452130966,0.183625135178438,5.19429575809997,3.18238095238095,33.3297619047619,34.2392857142857,32.4297619047619,0,0.153832831460556,0.22870038182006,0,0,0,30,1.64361007327505,0.170437437112661,53.4613814532366,2.0177380952381,37.9142857142857,32.4154761904762,29.6678571428571,0,0.152765345837921,0.2294360804253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",128,"",1,"SOIL_0129","",1,4,"",100,0.5,0.5,"",5,1.42454300614204,0.183907752569676,4.7859509418196,4.72333333333333,38.1666666666667,30.9333333333333,30.9047619047619,0,0.152295002971336,0.220225642456158,0,0,0,15,1.48585924005497,0.178451047176615,5.11539813842896,3.7802380952381,37.497619047619,31.4142857142857,31.1047619047619,0,0.153434787586362,0.221469367611238,0,0,0,30,1.64287695461872,0.173860422458819,33.5625481040726,2.29285714285714,40.8952380952381,29.5309523809524,29.5833333333333,0,0.152952042751349,0.218708305030447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",129,"",1,"SOIL_0130","",1,4,"",100,0.5,0.5,"",5,1.3394198636988,0.181127602518999,9.26382068091678,5.97108695652174,37.5369565217391,31.8478260869565,30.6152173913044,0,0.151628637672249,0.223159680946235,0,0,0,15,1.44078329061704,0.185139926857058,4.82916532295925,4.36152173913043,37.1978260869565,32.1695652173913,30.6369565217391,0,0.152772847942945,0.224077073996407,0,0,0,30,1.5807699792974,0.160074978088739,6.64171564102052,2.74565217391304,38.6586956521739,31.1739130434783,30.1652173913044,0,0.152679921409585,0.221915128882162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",130,"",1,"SOIL_0131","",1,4,"",100,0.5,0.5,"",5,1.45523758779875,0.191295331686147,3.32979089932143,4.04318681318681,36.267032967033,30.1659340659341,33.5604395604396,0,0.153065733462286,0.215809981663613,0,0,0,15,1.55961625169688,0.172226833600799,5.59165045017775,2.90296703296703,37.8373626373626,29.7340659340659,32.4285714285714,0,0.153183743530438,0.215597278191767,0,0,0,30,1.68145966558712,0.167132424108728,36.5827292745732,1.79967032967033,39.5406593406593,28.9384615384615,31.521978021978,0,0.153227413472546,0.221026971511438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",131,"",1,"SOIL_0132","",1,4,"",100,0.5,0.5,"",5,1.435741895884,0.18311045802635,4.05007816524367,4.44119521912351,37.25796812749,31.2782868525896,31.458764940239,0,0.152656891785383,0.220783644136077,0,0,0,15,1.53750414801692,0.172229235988367,6.47374200133613,3.13846613545817,37.5940239043825,31.497609561753,30.9067729083665,0,0.153319609061773,0.221980113723884,0,0,0,30,1.65441123359895,0.174698054347732,61.4280009744111,2.08559760956175,39.8882470119522,30.7179282868526,29.3958167330677,0,0.152854109498982,0.223898650627793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",132,"",1,"SOIL_0133","",1,4,"",100,0.5,0.5,"",5,1.42116933660186,0.18329708666776,6.50027354357906,4.59469387755102,36.8183673469388,32.6142857142857,30.5704081632653,0,0.152407318890556,0.225427139544148,0,0,0,15,1.48799093135571,0.180342565249511,7.17248550106404,3.71122448979592,37.1520408163265,32.5510204081633,30.3030612244898,0,0.153394977437208,0.225483680603688,0,0,0,30,1.63682397163775,0.169448984843043,22.8910279419109,2.2580612244898,39.8459183673469,31.0938775510204,29.0622448979592,0,0.152800163940796,0.224023769090869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",133,"",1,"SOIL_0134","",1,4,"",100,0.5,0.5,"",5,1.43733542251796,0.182016096790854,6.39554015121953,4.7127027027027,39.5081081081081,30.8486486486487,29.6378378378378,0,0.152139764644089,0.221096521777919,0,0,0,15,1.52609585152982,0.168805186341693,5.70200027810843,3.4945945945946,39.5216216216216,31.2135135135135,29.272972972973,0,0.153025470999698,0.222511918796472,0,0,0,30,1.64154627529653,0.191911598192039,28.7758975716968,2.46081081081081,42.527027027027,29.7972972972973,27.6756756756757,0,0.152677906305106,0.220682906575407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",134,"",1,"SOIL_0135","",1,4,"",100,0.5,0.5,"",5,1.47856824065951,0.186165508314991,6.19135192523466,3.85392857142857,37.3035714285714,31.6482142857143,31.0303571428571,0,0.152992160872658,0.222248948772235,0,0,0,15,1.56079195123624,0.160402043560604,7.2388693767749,2.92553571428571,38.1839285714286,31.4982142857143,30.3232142857143,0,0.152922782108015,0.222570925913877,0,0,0,30,1.70578379601013,0.173312139221075,153.489879905078,1.68946428571429,40.8803571428572,30.35,28.7696428571429,0,0.152889321891009,0.230944819692049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",135,"",1,"SOIL_0136","",1,4,"",100,0.5,0.5,"",5,1.43856130594628,0.186255405745079,3.6161244786186,4.3692817679558,37.0116022099447,31.1430939226519,31.8419889502762,0,0.152848964372371,0.220067424910841,0,0,0,15,1.52417999304661,0.171762939227371,4.34406413278846,3.34845303867403,38.0182320441989,30.9867403314917,30.9944751381216,0,0.15320296789382,0.220357342702071,0,0,0,30,1.67355001765344,0.163354847316646,48.1955094905808,1.89055248618785,39.7546961325967,30.4872928176796,29.7602209944751,0,0.152748758291389,0.22550665590261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",136,"",1,"SOIL_0137","",1,4,"",100,0.5,0.5,"",5,1.43418595796905,0.187236693404615,2.9910724086342,4.38709677419355,36.6645161290323,30.3096774193548,33.0258064516129,0,0.152765859515623,0.216644356858906,0,0,0,15,1.48109078528269,0.18238386883405,4.41427205035182,3.80677419354839,37.1903225806452,30.3806451612903,32.4387096774194,0,0.153485998210171,0.217322189253451,0,0,0,30,1.63426500620088,0.17175780556348,34.4031640731973,2.15709677419355,38.4516129032258,30.0161290322581,31.5225806451613,0,0.153014288682849,0.219309065215206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",137,"",1,"SOIL_0138","",1,4,"",100,0.5,0.5,"",5,1.41991064524834,0.183228868205556,3.71551576041936,4.655,37.1365384615385,30.0057692307692,32.8576923076923,0,0.152447966050216,0.215870693734574,0,0,0,15,1.48726346153846,0.179041968234714,4.10914840155869,3.8025,37.8403846153846,29.9153846153846,32.2423076923077,0,0.153480677631988,0.216107954253606,0,0,0,30,1.62264192904716,0.165951198353951,11.3486921084249,2.26576923076923,38.3538461538462,29.875,31.7653846153846,0,0.153090400418561,0.217979898900114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138",138,"",1,"SOIL_0139","",1,4,"",100,0.5,0.5,"",5,1.44554528533106,0.192874020024971,5.32429801803342,3.95461538461538,34.4666666666667,35.7051282051282,29.8307692307692,0,0.153028148152601,0.234921431856542,0,0,0,15,1.52922948380607,0.177465551581537,4.31898293017885,2.92230769230769,34.6461538461538,35.6666666666667,29.6871794871795,0,0.153939865446396,0.235128942427697,0,0,0,30,1.6633062006042,0.158953041943586,27.7265083232792,1.89153846153846,38.6282051282051,33.9615384615385,27.4102564102564,0,0.152269082963097,0.238026470762558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",139,"",1,"SOIL_0140","",1,4,"",100,0.5,0.5,"",5,1.37601753425332,0.184216381526181,5.93414403424718,5.246570155902,36.604008908686,30.6118040089087,32.7841870824053,0,0.151734075540319,0.217731354581464,0,0,0,15,1.43838022985277,0.185089332051822,3.51586433110497,4.40639198218263,37.280846325167,30.7180400890869,32.0031180400891,0,0.152723457811841,0.218674811138973,0,0,0,30,1.56580275995511,0.164873958444753,6.5469434802215,2.94746102449889,38.9496659242762,30.0175946547884,31.032293986637,0,0.153013474316819,0.217581204239485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140",140,"",1,"SOIL_0141","",1,4,"",100,0.5,0.5,"",5,1.35910898518432,0.184296754803711,15.6468068775489,5.62484848484848,37.3757575757576,35.2833333333333,27.3409090909091,0,0.151754862982128,0.235944033300171,0,0,0,15,1.4699599271586,0.185259629992946,7.58955558403079,4.07666666666667,38.1742424242424,34.9287878787879,26.8833333333333,0,0.152525416059325,0.235396389295019,0,0,0,30,1.62928217886049,0.170347758092073,13.2004257044775,2.41151515151515,40.6484848484849,33.9090909090909,25.4439393939394,0,0.152690520911503,0.234989800142433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",141,"",1,"SOIL_0142","",1,4,"",100,0.5,0.5,"",5,1.36402293624276,0.177868781267059,10.2801877681797,5.3751724137931,36.1827586206897,37.9551724137931,25.8758620689655,0,0.151749777092258,0.244730590865199,0,0,0,15,1.47185521262,0.185607408378925,2.84709331534699,3.90310344827586,36.9655172413793,37.4586206896552,25.5620689655172,0,0.153158965364897,0.243703411234726,0,0,0,30,1.65873283400686,0.178359510056778,22.5781492575432,2.1,40.5310344827586,35.7551724137931,23.7103448275862,0,0.153005766897189,0.243955780282207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",142,"",1,"SOIL_0143","",1,4,"",100,0.5,0.5,"",5,1.40160246023225,0.177016128442799,11.5761180273474,5.02976744186047,37.884496124031,35.1240310077519,26.9992248062016,0,0.151904603238717,0.235810252214103,0,0,0,15,1.49718828129344,0.177030130811939,6.62427168892696,3.78589147286822,38.8038759689923,34.9906976744186,26.2054263565891,0,0.153120299041113,0.236218371048271,0,0,0,30,1.62274344954307,0.174655757174235,8.80023343868421,2.57658914728682,41.6294573643411,33.6263565891473,24.7488372093023,0,0.153061316596432,0.234451038435948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",143,"",1,"SOIL_0144","",1,4,"",100,0.5,0.5,"",5,1.42750121208436,0.184789989858071,6.33998276564399,4.93060606060606,40.0363636363636,28.5363636363636,31.4242424242424,0,0.152194863537592,0.212644001309342,0,0,0,15,1.52035196255152,0.173320770253237,5.28829836574158,3.6219696969697,39.9863636363636,28.6757575757576,31.3272727272727,0,0.153242032924286,0.213172388041055,0,0,0,30,1.62465000621628,0.184670950616705,3.74366547927542,2.66863636363636,42.769696969697,27.4136363636364,29.8075757575758,0,0.153299882985243,0.211080459000299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",144,"",1,"SOIL_0145","",1,4,"",100,0.5,0.5,"",5,1.39104108013655,0.186056325614604,5.84153397204734,5.07125,37.0125,29.8875,33.105,0,0.152138691789797,0.215316887052751,0,0,0,15,1.44274358362818,0.185016264373408,3.22625953011162,4.38,37.56,30.04,32.405,0,0.152721791107519,0.216331757034858,0,0,0,30,1.57994913247826,0.17390377297657,4.21447770640681,2.627,37.385,30.1175,32.505,0,0.153534909251544,0.216962932298308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145",145,"",1,"SOIL_0146","",1,4,"",100,0.5,0.5,"",5,1.38060104911461,0.186884715038418,15.1236036757661,5.11980769230769,36.2038461538462,35.3346153846154,28.4596153846154,0,0.151800178542745,0.235066503095334,0,0,0,15,1.45501667229933,0.189824760124503,8.11264058485297,4.19730769230769,37.4826923076923,34.7730769230769,27.7557692307692,0,0.152567941804853,0.234111213434435,0,0,0,30,1.67126074466451,0.186359836872596,58.6268147245835,2.15288461538462,42.5153846153846,32.4288461538462,25.0596153846154,0,0.153015751857016,0.232592188569136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146",146,"",1,"SOIL_0147","",1,4,"",100,0.5,0.5,"",5,1.33458424462909,0.183751733743503,12.5997338907724,5.58454545454545,34.3727272727273,37.8909090909091,27.7318181818182,0,0.151753862175966,0.242867112032914,0,0,0,15,1.44289412095453,0.193933816311895,3.96636431827821,4.05045454545455,34.9545454545455,37.2772727272727,27.7681818181818,0,0.152936421293449,0.241132543361459,0,0,0,30,1.61202737995499,0.16565845687646,4.41348663550991,2.43409090909091,38.9681818181818,35.4909090909091,25.5363636363636,0,0.153119625634973,0.239279164964453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147",147,"",1,"SOIL_0148","",1,4,"",100,0.5,0.5,"",5,1.22505697672237,0.188848093696585,12.9630396406893,7.31090909090909,33.3327272727273,36.2145454545455,30.4472727272727,0,0.151442307906795,0.23585088971635,0,0,0,15,1.32965645116548,0.187593159910692,10.5531962610321,5.51927272727273,33.3727272727273,36.4018181818182,30.2036363636364,0,0.151626739742809,0.236597849628158,0,0,0,30,1.50305892050118,0.182768491592182,7.43437134679312,3.48127272727273,36.8454545454545,34.3090909090909,28.8472727272727,0,0.153387894416624,0.231838478641225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",148,"",1,"SOIL_0149","",1,4,"",100,0.5,0.5,"",5,1.4262302410718,0.182873054512472,9.86683452507899,5.14692307692308,41.4692307692308,34.8153846153846,23.7384615384615,0,0.152077110493377,0.238205712090395,0,0,0,15,1.52809385311939,0.179871897750758,3.16927374963694,3.80615384615385,42.4076923076923,34.5615384615385,23.0307692307692,0,0.153905079568961,0.238292885683018,0,0,0,30,1.69624280874242,0.174520159187655,6.66386624709459,2.07153846153846,44.3769230769231,33.7153846153846,21.9,0,0.152700620718082,0.240536722214445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",149,"",1,"SOIL_0150","",1,4,"",100,0.5,0.5,"",5,1.36337749621757,0.184064480734564,14.9368747372986,5.55888888888889,37.3944444444444,35.3777777777778,27.2333333333333,0,0.151776387145361,0.236304719833451,0,0,0,15,1.44765760909362,0.1811648939089,5.35848675304515,4.43277777777778,38.5166666666667,35.5222222222222,25.95,0,0.152474520797195,0.237955195600832,0,0,0,30,1.60201894605524,0.16737525250303,4.40439133075637,2.94555555555556,42.9555555555556,32.3888888888889,24.65,0,0.15275657839545,0.23061461848906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",150,"",1,"SOIL_0151","",1,4,"",100,0.5,0.5,"",5,1.43479977693718,0.186813097718004,14.2699117916013,4.93,40.8428571428571,33,26.1285714285714,0,0.152168916334574,0.230679728017756,0,0,0,15,1.53636984262371,0.172697197320151,5.27988454773097,3.65428571428571,42.0428571428571,32.9,25.0714285714286,0,0.153142868779097,0.231448798830919,0,0,0,30,1.65799326010671,0.161254620929831,0.684763210364617,2.61714285714286,45.9571428571429,31.1,22.9285714285714,0,0.1533401850034,0.229157918523835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151",151,"",1,"SOIL_0152","",1,4,"",100,0.5,0.5,"",5,1.35397578525979,0.182182143972538,10.5812238998598,5.70344827586207,37.3448275862069,32.9827586206897,29.6620689655172,0,0.151666230569123,0.227292639390635,0,0,0,15,1.45430424404754,0.18621525541435,7.09674051988909,4.29758620689655,38.198275862069,32.8913793103448,28.9120689655172,0,0.152525584096747,0.227689644414855,0,0,0,30,1.65548296973995,0.176552503382269,64.2801896002299,2.20396551724138,41.3275862068966,31.648275862069,27.0137931034483,0,0.15248147270029,0.227958762235164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152",152,"",1,"SOIL_0153","",1,4,"",100,0.5,0.5,"",5,1.3133026020009,0.183501235528817,12.7298159909099,6.36313167259787,37.2138790035587,31.979359430605,30.8081850533808,0,0.151557029628582,0.223377584169358,0,0,0,15,1.39649221527331,0.178927884789648,9.31511809337941,5.124128113879,38.0007117437722,31.8309608540925,30.1693950177936,0,0.151658635058958,0.2234952757973,0,0,0,30,1.60460399304119,0.178651447070555,17.3958634757916,2.7244128113879,41.097153024911,30.3487544483986,28.5576512455516,0,0.152357768211261,0.220967470520278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"153",153,"",1,"SOIL_0154","",1,4,"",100,0.5,0.5,"",5,1.33200830666876,0.186968632922211,13.6805305539078,5.76734693877551,35.3397959183674,38.1704081632653,26.4887755102041,0,0.15181266879069,0.244762047556306,0,0,0,15,1.4103755563318,0.176110943089861,5.16413439863809,4.69734693877551,36.3969387755102,37.7540816326531,25.8551020408163,0,0.152248733219058,0.244206636263045,0,0,0,30,1.6216995587044,0.17281537437038,4.740627463498,2.54836734693878,41.2255102040816,35.1938775510204,23.5857142857143,0,0.1535453912671,0.240130571789711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154",154,"",1,"SOIL_0155","",1,4,"",100,0.5,0.5,"",5,1.37528430675736,0.186320576722767,18.6921375442439,5.17782178217822,36.0306930693069,36.2029702970297,27.7683168316832,0,0.151848531025669,0.238128365375976,0,0,0,15,1.49025311019342,0.180304687864075,6.70523577644882,3.6729702970297,37.0782178217822,35.8851485148515,27.0405940594059,0,0.153262670068188,0.237926416434484,0,0,0,30,1.63829654071108,0.170654856755488,17.3870166003244,2.32831683168317,40.7673267326733,34.0069306930693,25.2227722772277,0,0.152572917472521,0.235838162828942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",155,"",1,"SOIL_0156","",1,4,"",100,0.5,0.5,"",5,1.40777623753899,0.175722210912926,4.15012628685618,4.87239130434783,37.4152173913044,37.6731884057971,24.9072463768116,0,0.152291674891123,0.244912071894993,0,0,0,15,1.52145219070228,0.166972667945307,2.15214478207153,3.43753623188406,38.5050724637681,37.468115942029,24.0253623188406,0,0.153661166273346,0.245268985816273,0,0,0,30,1.62837543233301,0.180667603767758,3.01133967586167,2.5795652173913,42.2855072463768,35.1304347826087,22.5753623188406,0,0.15348338114867,0.240991111361954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156",156,"",1,"SOIL_0157","",1,4,"",100,0.5,0.5,"",5,1.38989079011593,0.178340479179277,17.9237368757081,5.36,38.95,34.4,26.675,0,0.151690657522025,0.234063932535721,0,0,0,15,1.55925878462416,0.16682273060974,8.97074007348326,3.1075,39.725,33.8,26.475,0,0.152641310192692,0.232692000412875,0,0,0,30,1.65908561352297,0.17788298492477,18.6400119131043,2.2425,42.15,33.05,24.85,0,0.153163408261443,0.233914709133204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
